sentence1,sentence2,label,idx,sbert_ft_score,sbert_ft_pred
"What are the best books, topics, and ways to prepare for UGC NET English literature?",How do I prepare for Net JRF in English literature?,1,1003,0.6361943483352661,0
What advice does Jon Skeet will give to a novice programmer to become a champ like him?,What advice can you give to a novice computer programmer?,1,1013,0.6707763671875,0
Why have human beings evolved more than any other beings on Earth?,Why are human beings so intelligent compared to all the other kinds of animals?,1,1018,0.6123504042625427,0
What are the top 10 TV series one should genuinely watch?,What are some good TV shows I can watch?,1,1037,0.6786641478538513,0
Do spirts or ghosts exist?,Do spirits really exist?,1,1049,0.6769495606422424,0
How do landlords qualify tenants?,How do landlords conduct background checks on tenants?,1,1106,0.5860188603401184,0
What guarantees are there that the new 500 and 2000 INR can't be duplicated given the quality of the notes?,What are the security features of a new Rs. 500 and Rs. 2000 notes?,1,1175,0.5960850715637207,0
How do I sign out of auora?,How do I log out on Quora?,1,1196,0.5533424615859985,0
How do I apply for PPF?,What is PPF?,1,1207,0.692756175994873,0
How will you know you love someone?,How do you know if you have fallen in love with someone and not just like them?,1,1248,0.6116482615470886,0
"I want to invest Rs 20,000 in mutual fund. Which mutual fund is best to invest?",I've decided to invest monthly 5k in mutual fund. Which is the best mutual fund available right now?,1,1262,0.6728694438934326,0
"What are some life-changing, must read books?",What are some must read non-fiction books?,1,1276,0.634218156337738,0
How do I get Mac Donalds franchise?,How do I get INOX Franchise?,1,1284,0.6332497596740723,0
Who exactly is successful?,What exactly is success?,1,1306,0.6741302013397217,0
"In layman's terms, what is an EM Drive? How does it work?","Robert Frost: In layman's terms, could you explain NASA's EM drive? Also does it have any relation to actual warp drive?",1,1311,0.6635986566543579,0
Why do some people ask simple direct science questions in Quora when there are sufficient resources available in internet?,Why do some people ask questions on Quora that could be asked directly to a search engine ?,1,1330,0.6432234048843384,0
What is the best date to register on online dating?,Which online dating site is the best for single people?,1,1336,0.61002117395401,0
How do I lose 30 pounds?,What is the best guide to lose unwanted pounds?,1,1423,0.6829155683517456,0
"If you are traveling in a car going 60mph with a fly inside the car, is the fly traveling 60mph?",Why does a mosquito fly normally inside my car while im driving at 70kph?,1,1427,0.5863800048828125,0
How do I place my first question on Quora?,How do you post question in Quora? I posted many but rejected.,1,1464,0.4943734407424927,0
Is there any possible way to end caste-based reservations in India?,What is a possible alternative to reservation system in India?,1,1525,0.6840783357620239,0
We say that like charges repel each other. How do protons remain stable in a nucleus in spite of having like charges?,Even if opposite charges repel each other why are all the protons attached at the same place in an atom?,1,1537,0.6767626404762268,0
What's the best way to make money without money?,How do I make some money without a starting capital?,1,1547,0.6905612945556641,0
What is real kove?,What's real love?,1,1554,0.5030169486999512,0
Why did Sanskrit fail to become a suitable language for computers?,Sanskrit is the most suitable language for computer software. Why did a report like this come in Forbes magazine July 1987?,1,1563,0.6943581104278564,0
Which is the best time to do exersise?,What is the best time for exercise?,1,1564,0.6742843389511108,0
Technology: What are the best smartphones gadgets?,What are the best available technology gadgets?,1,1565,0.6915225982666016,0
"Poll Question! If you shoot me in The head at 3,5 yars with a 50AE Desert eagle can I survive?",Can you shoot a Dangerous Human easily death with only one 50AE Desert eagle shot?,1,1594,0.6712763905525208,0
Is Modi's decision on demonetization of 500 and 1000 notes welcomed by public?,What are the possible implications of Demonetization of 500 and 1000 rupee notes?,1,1630,0.5763128995895386,0
How does the ban on 500 and 1000 rupee notes helps to identify black money and corruption?,"By scrapping the 500 and 1000 rupee notes, how is RBI planning to fight against black money?",1,1655,0.6534585952758789,0
What are your views on Modi governments decision to demonetize 500 and 1000 rupee notes? How will this affect economy?,What is your opinion on the discontinuation of 500 and 1000 rupee notes?,1,1671,0.6833000183105469,0
Which one is the best landing page service at 2016?,What are the best landing page builders?,1,1675,0.6465792655944824,0
Why is my optional Question Details on Quora limited but some people are not?,How do you write longer details for a Quora question?,1,1741,0.43658971786499023,0
What are the three methods that can be used by the tire pressure monitoring system to determine the location of the tire on the vehicle?,How does tire pressure monitoring system (TPMS) work?,1,1758,0.6764535903930664,0
How can I apply online for issuance of PAN card in India?,How do I apply and receive pan card in 48 hours with new facilities?,1,1829,0.6724801659584045,0
How can pie is the ratio of circumference and diameter or equal to C by D because pie is irrational number and circumference by diameter is rational?,How can [math]\pi[/math] be irrational if [math]\pi[/math] is equal to a circle's circumference over its diameter?,1,1915,0.6914739012718201,0
What could be the reason behind Arnab Goswami quitting Times Now?,Why is Arnab Goswami resigned as the Editor-in Chief of Times Now and ET Now?,1,1942,0.6812766194343567,0
What are the best motivational Weight loss transformation stories? I am 100 and I want to shed 30 kg.these stories will help.,What are the best weight transformation stories?,1,2026,0.6017165780067444,0
How close is vat-grown meat to commercialization?,How close are we to switching from animal meat to meat grown in labs?,1,2124,0.6431746482849121,0
What are the chances that the Modi govt. would abolish reservation based on caste?,"""Would Modi """"dare"""" to abolish the reservation?""",1,2177,0.6655465960502625,0
What's the best way to get my driver’s license number and information if I lost my driver’s license and need the number now?,Can you get a driver license number online?,1,2288,0.6625939011573792,0
Guns and Firearms: Can i survive a close range shot in the head with a  .50 Action express?,Is it possible to survive a shot in the head with a .357 Magnum?,1,2295,0.6922980546951294,0
"What do you think about Narendra Modi's decision about banning 500Rs & 1000Rs notes? And what will be the effects, Do this make corruption free India?",What do you think about banning 500 and 1000 rupee notes in India?,1,2297,0.6137517094612122,0
How are you feeling right now with the US Election?,What do you think of Donald Trump winning the US Presidential election?,1,2303,0.5874967575073242,0
Why haven't there been any further moon landings by the NASA or the USSR?,Why did NASA discontinue the Moon landings?,1,2305,0.6664358377456665,0
"If Earth's tilt was 40 or 50 degrees rather than the actual 23.4, would life become unbearable at latitudes above 60 degrees?",What if earth's tilt was 40 degrees?,1,2333,0.6618908643722534,0
Is the new 2000 Rupee note really implementing NGC (Nano GPS Chip)?,Is that true 2000 note has embeded with GPS chips?,1,2342,0.6517356634140015,0
Why is there so much moral policing in Indian schools?,Are Indian cities turning into moral policing hubs?,1,2387,0.6729209423065186,0
Why is this girl sending me mixed signals?,Why do women often send mixed signals?,1,2442,0.674435019493103,0
What is some information about Pushpak Vimana found in Afghanistan?,"Recently I have read in newspaper about ancient vimana found in afghanistan? But it didn't given good depth information, if one can give please I have so much interested",1,2468,0.6230734586715698,0
What are the perks of business class on flights?,Is business class really better than coach?,1,2483,0.4704519510269165,0
What is the best time to open a PPF account?,"What is a PPF account? What are the benefits, tax exemptions and where can we open the account? Provide FAQ’s.",1,2513,0.4656182527542114,0
Can we store the energy from lightining?,Will we be able to gain energy from lightning?,1,2582,0.6000726222991943,0
How will it affect international students coming to the US for undergraduation now that Trump has become the President?,"Now that Donald Trump is President, will international students stop coming to US universities?",1,2593,0.6934601664543152,0
Why do people ask such questions here on Quora which could be easily found on the internet?,Why are there so many people using Quora to answer questions that can easily be found with a simple Google search?,1,2687,0.688060462474823,0
What exactly is the most important thing in life?,"Are money, time, and friends the most important things in life?",1,2716,0.5553255677223206,0
How can one track a mobile number location?,Can I track a person and his mobile online?,1,2746,0.6998121738433838,0
How should I study,How can I improve my study efficiency?,1,2827,0.6482224464416504,0
How can I lose weight loss?,How can I loose weight for wedding?,1,2864,0.6451843976974487,0
Did Modi lie when he said that he will deposit Rs. 15 lakh in everyone's bank account?,How can we clear the confusion among people that Modi had not promised to credit 15 lakh to everyone's bank account?,1,2916,0.6858132481575012,0
What kind of person would you need to be to do a PhD?,What kind of mindset/attitude would one need in order to obtain a Ph.D?,1,2920,0.6624065041542053,0
Is Donald Trump secretly a Democrat?,Is Donald Trump secretly working with Hillary Clinton? Which started off as a game against Jeb Bush?,1,2944,0.5876984596252441,0
How did prediction algorithms used for the US presidential election go wrong?,How did the 2016 US election polls get it so wrong?,1,2960,0.5517215132713318,0
What percentile do I need to score to get calls from IIMs?,What score should I get on the CAT to get into an IIM?,1,3018,0.6056015491485596,0
Modi Ji was very positive about the Lokpal before coming to power. Why hasn't he appointed a Lokpal committee yet?,Why has Narendra Modi not been appointed as Chief Information Commissioner and a Lokpal yet? Has he something to hide?,1,3033,0.6562082767486572,0
What happens to a human soul after death?,What will be a person after he dies? What happens to him...?,1,3041,0.6107081770896912,0
How can I fetch more number of answers for my questions on Quora?,Why doesn’t anybody answer my questions on Quora?,1,3072,0.556516170501709,0
Which is the best digital marketing institute for professionals in India?,What is the scope of digital marketing in India for an MBA marketing student?,1,3079,0.6755824685096741,0
Can I crack protected wifi network?,How can I crack a WiFi router password? How can I hack my mother's WiFi?,1,3108,0.691534161567688,0
How can I lose weight loss?,How do I lose my weight from 58 to 50 kgs?,1,3174,0.6813925504684448,0
Is energy in vacuum real? How do we know that this energy that can be borrowed and returned immediately is real if virtual particles didn't exist then?,Do virtual particles in vacuum really exist?,1,3195,0.6994646787643433,0
What would a Trump presidency mean for current international master’s students on an F1 visa?,Will the Trump factor affect the admission of international students in the USA?,1,3212,0.5467879176139832,0
How can I lose 25 kg?,How do I lose weight?,1,3230,0.581734299659729,0
How should I start learning how to code with zero knowledge in programming?,"I start learning programming with Java, Is that a wrong step in learning programming? Do I have go back to start with another language?",1,3240,0.35828107595443726,0
How can I lose 20 pounds in one month?,Is it possible to lose 25 pound in 1 month?,1,3293,0.6757522225379944,0
What's the best question to ask in Quora?,Why should I ask Quora?,1,3303,0.6452398300170898,0
Why does China supports terrorists like Masood Azhar?,Why is China blocking the move to ban Masood Azhar at UN?,1,3328,0.5809239745140076,0
Is NIIT Delhi good for a digital marketing course?,Digital Marketing colleges in India?,1,3348,0.6504107713699341,0
What is outside our universe? Also does it make sense to ask what is outside of the outside of universe?,Is there empty space outside the universe?,1,3412,0.6180709004402161,0
"""Why many of the Indians use the phrase when something goes out of order, """"Majboori ka naam Mahatma Gandhi""""?""","""What are the origins of the Hindi phrase """"Majboori Ka Naam Gandhiji""""?""",1,3441,0.6384536027908325,0
How can I change karma?,How do you break the cycle of karma?,1,3466,0.6654726266860962,0
What are we going to do now that Donald Trump has won the election?,"Now that Donald Trump is president, what will happen to America?",1,3500,0.6562521457672119,0
What should I do before going to my university?,What should I do on my year off university?,1,3504,0.6918879151344299,0
How can one join the Indian Air Force as a doctor after doing their MBBS?,"I am a medical student, aspiring to join the Indian army as a doctor after my MBBS. Who can I contact for advice and counselling regarding this matter?",1,3576,0.652614951133728,0
How should I start learning how to code with zero knowledge in programming?,How do I start learning programming language? Which one to start with?,1,3586,0.5969924926757812,0
How do we know if the surgical strikes by India in POK are real and not a misinformation?,Has India ever held a surgical strike?,1,3614,0.5486645102500916,0
How can I install Microsoft Office 2013?,How do I crack the Microsoft Office 2013 Professional Plus?,1,3661,0.681612491607666,0
Have bombs actually been detected in airports?,How many bombs or otherwise dangerous devices have been found in US airports?,1,3663,0.6968355178833008,0
What are the chances of getting pregnant 3 days after the period is over?,Can i get pregnant the day after my period ends?,1,3672,0.6930426955223083,0
"If a question doesn't need improvement, why does Quora mess with your questions?","If Quora doesn't understand my question and marks it as needing improvement, can others still see it?",1,3697,0.6693761944770813,0
What is the best way to live a happy and successful life?,Kindly tell me what I do for my successful life?,1,3703,0.608397364616394,0
How can I join Indian Air Force after be in mechanical engineering?,How can I join Indian army after BBA?,1,3707,0.6614266037940979,0
"How far is Mars away from Earth? How many days, weeks, months, or years would it take to get there?",How many years maximum will it take to get people on Mars?,1,3717,0.6258567571640015,0
What is the difference between the Republican and Democratic parties?,What is the primary demographic difference between Republicans and Democrats?,1,3728,0.6545488834381104,0
Which cycle should I buy under 10 K?,What is the best bicycle to buy under 10k?,1,3746,0.6992772221565247,0
Does long distance relationships actually work?,How do I cope with a long distance relationship?,1,3762,0.6468693017959595,0
Which is the best business to do in India with less investment for youth?,What are best business plan to invest?,1,3880,0.4795001447200775,0
What are simple ways to keep healthy and fit?,What are the ways to keep the heart healthy?,1,3902,0.6302691102027893,0
How does banning 500 and 1000 rupee notes help to control black money?,How will demonetization of 500 and 1000 rupee notes stop corruption?,1,4022,0.6446274518966675,0
How do I stop worrying about what others think of me?,"Should I care what people think about me? Most have a positive impression of me, but should I care to keep it that way?",1,4077,0.6978435516357422,0
How would a Trump presidency affect schools accessibility for international students?,How will Donald J Trump's presidency affect the opportunities offered to non US students?,1,4109,0.6980300545692444,0
What is the QuickBooks payroll tech support number in Washington?,Which is the best QuickBooks error support number?,1,4139,0.6229734420776367,0
Why is it so hard to write an essay?,How do I write an essay in English?,1,4167,0.5757186412811279,0
Indian government demonetized Rs 500 and 1000 notes but replaced them with 500 and 2000 note. Isn't this contradicting?,Why did the Indian government demonetize the current 500 and 1000 rupee notes and replace them with new notes?,1,4202,0.6640468835830688,0
Do bad things happen to good people? Or do bad things create good people?,"Why do good things happen to bad people, and vice-versa?",1,4234,0.6645828485488892,0
When can women get pregnant in the menstrual cycle?,Can I get pregnant a week after my cycle?,1,4266,0.5737476944923401,0
What does root access mean on an Android phone? What can be done after rooting a phone?,What are the benefits of rooting an Android device?,1,4299,0.6282854676246643,0
Is time travel possible after the discovery of gravitational waves?,Will time travel ever become possable?,1,4321,0.6355699300765991,0
How can I see who my boyfriend views on instagram?,Can you see who viewed your Instagram?,1,4380,0.668765664100647,0
What is bubble tea?,What is boba tea?,1,4382,0.5941014289855957,0
Does it look like Donald Trump has a new toupee this campaign?,Is it true that Donald Trump wears a wig?,1,4415,0.44059741497039795,0
What is the reason behind the resignation of Tata Sons (Tata Group) chairman Cyrus Mistry?,What is the reason behind abrupt removal of Cyrus Mistry?,1,4420,0.6332753896713257,0
Is it rumour that ₹2000 note will be banned after 30 December 2016?,Will the 2000 note be demonetized on 31 December 2016?,1,4465,0.687232494354248,0
How can I lose weight safely?,How can I lose weight slowly and naturally?,1,4471,0.6974818706512451,0
What are the easiest ways to earn money online?,What are some of the best ways of earning money by working at home?,1,4472,0.68349289894104,0
Why do only some people see ghosts?,"""Why do some people see """"ghosts"""" or believe that they have seen a ghost?""",1,4508,0.6956912279129028,0
How can I get BLUE Verification on Quora?,How can I get a blue tick mark on Quora?,1,4537,0.6925978660583496,0
Why do specific heat capacity of objects differ?,"What are the factors on which the specific heat of a material, like water, depends?",1,4597,0.6055964231491089,0
When will Trump administration begin deportation of illegal immigrants?,Will Donald Trump deport illegal immigrants?,1,4671,0.6923043727874756,0
What is the fastest method for learning a foreign language?,How do i succeed in learning a new language?,1,4674,0.6655247211456299,0
What is the average bounce rate for an online apparel store?,What is the average convertion rate for an online retailer?,1,4681,0.6280635595321655,0
"Why did Quora take off, whereas Yahoo! Answers could not?",Why will Quora succeed in a space where Google and Yahoo answers has not?,1,4693,0.6176681518554688,0
What are some political nicknames for Donald Trump?,Has anyone collected any political nicknames for Donald Trump? Have they shown up on Twitter?,1,4714,0.6983677744865417,0
What are different ways to monetize a user generated content website?,What is the best way to monetize user generated video content?,1,4772,0.694873571395874,0
Why are there so many anonyms on Quora?,Why do so many people ask or answer questions anonymously in Quora?,1,4783,0.5350878238677979,0
Has sasquatch been scientifically tested?,Have hobgoblins been scientifically tested?,1,4799,0.5882599353790283,0
Why do people ask such questions here on Quora which could be easily found on the internet?,Why do people ask basic questions instead of searching them?,1,4814,0.5809172987937927,0
How do you know if you are in love? How do you know its not just chemicals in your brain trying to trick you to reproduce?,How will you come to know that you are in love?,1,4824,0.689937949180603,0
Why is Autism painful?,Why is Sensory Overload painful?,1,4847,0.6055259108543396,0
Can allo app ever outrun WhatsApp? Why or why not?,Is Google Allo better Than WhatsApp?,1,4858,0.6097434759140015,0
What does right and left wing mean?,What is the difference between the left wing and the right wing? What is the difference on a basic level & on a hardcore politician level?,1,4861,0.6869269609451294,0
What can we do for hair loss?,How can I stop my hair fall?,1,4918,0.6676361560821533,0
How should I make notes of news for upse?,How do I make notes from The Hindu?,1,4967,0.40612876415252686,0
How do I get 8 ball pool coins using hack generator without paying any money?,How can I add unlimited resources in my 8 Ball Pool Hack game?,1,4968,0.627326488494873,0
What are the clues girl leaves you if she likes you?,How should I know if this girl likes me or not?,1,5082,0.668306827545166,0
Who will win the 2016 presidential elections?,"All biases aside, at this point in time, who do you think will win the presidential election?",1,5090,0.6973718404769897,0
Do you think scrapping of 500 and 1000 rupee denominations is going to eradicate corruption?,How is discontinuing 500 and 1000 rupee note going to put a hold on black money in India?,1,5115,0.5889840126037598,0
Why does Donald Trump think the debate schedule favors Hillary?,Why is Donald Trump saying the debate schedule is unfair? Is it because his support base would rather watch the NFL than his debate?,1,5136,0.6959280967712402,0
What are the PPF benefits?,What is PPF account?,1,5239,0.6790072917938232,0
What are the similarities between Narendra Modi and Donald Trump?,Is Narendra Modi Donald Trump of India?,1,5259,0.6656431555747986,0
What existed before existence?,"""What was there before the """"beginning""""?""",1,5263,0.6724112033843994,0
What qualities do women look for in a guy to consider him for a longtime partner?,What do most women look for in a guy?,1,5287,0.6186459064483643,0
How can I lose 4kg weight?,How do I lose 20-30 kg?,1,5289,0.6674791574478149,0
"How do I get an internship from Google, Apple, etc. as a high school student?","Is there any way for a student to get an internship at Microsoft, or at Facebook from high-school?",1,5318,0.632559061050415,0
How do serious Star War fans feel about the plot similarities between The Force Awakens and A New Hope?,~SPOILER~ Were you surprised that the Force Awakens was mostly a remake of a New Hope?,1,5324,0.6397446393966675,0
Is it healthy to eat instant white oats every day?,Is it healthy to eat bread every day?,1,5336,0.555618405342102,0
What business should I start with a $100k investment?,What is the best business to start with a capital of 5 lakhs?,1,5362,0.4662801921367645,0
How do I lose weight?,"I am ugly and fat, how to lose weight?",1,5373,0.6759393811225891,0
What do you think about Donald Trump pick?,What do you think about Donald trump?,1,5457,0.6059181690216064,0
Is there a way to learn programming language quickly? How can I do it?,I want to learn coding how should I start it?,1,5486,0.626730740070343,0
How does one become rich in 2015?,"Rich people of Quora, what should I do to become rich?",1,5496,0.6722296476364136,0
I am poor in English grammar so how should I improve my grammar?,How do you learn English grammar?,1,5583,0.6869919896125793,0
Is a third world war coming?,"How close are we to World War Three, and how bad would it be?",1,5597,0.6813317537307739,0
Why are indians obsessed with religion?,Why are Indians so obsessed with castes?,1,5611,0.6623551249504089,0
What are your views on the Netaji Subhash Chandra Bose's mystery death case?,What is secret of Subhash Chandra Bose's death?,1,5623,0.6544661521911621,0
Is the new 2000 Rupee note really implementing NGC (Nano GPS Chip)?,Is it true that the new 2000 rupees notes have a GPS chips?,1,5636,0.6634886264801025,0
How imminent is world war III?,Is a world war going to happen?,1,5648,0.6486890316009521,0
How do I discover what is the minimum amount of sleep I need to function well?,Is there really a minimum amount of sleep that one requires to function properly or can each individual adapt to function off just a few hours?,1,5653,0.6988344788551331,0
What is the #1rule of success?,What would be a key to success?,1,5691,0.6670715808868408,0
What kinds of thing can young people learn from old people?,How do children learn from us?,1,5758,0.6212817430496216,0
How exactly does banning Rs 500 and Rs 1000 notes curb the problem of black money?,Is scrapping old 500 and 1000 rupees notes and releasing new 500 and 2000 rupees notes a permanent solution for eradication of black money?,1,5792,0.6320671439170837,0
How can you lose weight quickly?,How can I lose max weight in 14 days?,1,5813,0.6606158018112183,0
What will happen if two black holes collide?,What happened to the event horizons of the two black holes that merged sendig to us gravitational waves?,1,5829,0.6230441331863403,0
How much should you care about what other people think of you?,Is it really important what other people think?,1,5857,0.6644769906997681,0
How do yo stop your Boxer/Pitbull mix from biting your furniture?,How do I stop my dog from eating my furniture?,1,5872,0.6286894679069519,0
Why do developers at Google use Ubuntu over something like Windows or Mac OS X?,Why one should use Ubuntu over Windows for web development?,1,5904,0.6737961769104004,0
"Who will win the Ballon d'or in 2017? Ronaldo, Suarez or Griezmann?",Who will win the Ballon d'Or in 2017?,1,5910,0.6492006778717041,0
Where can I meet British women in Ontario?,Where are British people most concentrated in Ontario?,1,5993,0.6454837322235107,0
Why did Shae betray Tyrion's love and sleep with his father?,Why did Shae commit perjury at Tyrion's trial?,1,6098,0.6406619548797607,0
What are the advantages and disadvantages of limited liability company?,What are the advantages and disadvantages of registering a business as a LLC?,1,6099,0.6973575353622437,0
Which board should I take up after my 10th?,Which subject should I take after 10th? Maths or biology?,1,6175,0.46495842933654785,0
How are Indians treated in Singapore?,How are skilled Indian professionals treated in Singapore and do they have a stable future in Singapore?,1,6212,0.6762452125549316,0
Will you recommend professor Israr Sheikh online classes for CA final AS and INDAS?,How is Prof. Israr Sheikh's book for CA final accounting standards?,1,6213,0.5991595387458801,0
How do you get over feelings of loneliness and depression?,How do I help a depressed person to get over it?,1,6335,0.6090036630630493,0
Why do so many people on Quora ask stupid questions they could find answers to if they spent less than 5 minutes on a search engines?,Why do people ask questions on Quora that could simply be googled?,1,6384,0.6391435861587524,0
What are some healthy daily activities and habits every student should adopt?,What are your daily habits that improve your productivity and creativity?,1,6404,0.5674796104431152,0
Can I get funded based on my startup idea?,How do I get to just tell investors about my startup idea?,1,6414,0.6941527128219604,0
Is it okay to ask question and also answer to it on Quora?,Is it compatible with Quora policies to ask a question whose answer I know and then answer it for the sake of disseminating its content?,1,6549,0.6854854822158813,0
What is good with Southern Comfort?,What are some great mixers for Southern Comfort?,1,6564,0.580772340297699,0
What is your opinion on PM Narendra Modi's decision to ban INR 500 and INR 1000 notes?,What is your view on the move to scrap 500 and 1000 rupee notes? What will be its effects?,1,6585,0.6787894368171692,0
How can a boy become the world's youngest billionaire?,Who is the world's youngest entrepreneur?,1,6814,0.6588903069496155,0
Why are there so many ignorant questions on Quora? And why do so many seemingly intelligent people waste their time responding to them?,Why are so many intelligent people on Quora wasting their time answering poorly structured questions?,1,6858,0.6798502206802368,0
How can I become a good software engineer by myself?,How can I become a good programmer?,1,6888,0.6522769331932068,0
What is the best song you've ever heard?,What are the best all-around song recordings of all time?,1,6906,0.5835411548614502,0
Is it actually possible to travel through time?,Is time travel possible after the discovery of gravitational waves?,1,6940,0.6746221780776978,0
Can I get pregnant a week after my cycle?,Can I get pregnant a couple hours before I got my period?,1,6946,0.44559264183044434,0
What is the definition of virginity and losing your virginity for both males and females?,This is a question for both males and females: how is it to lose your virginity?,1,7050,0.6796492338180542,0
How do I think like Sherlock Holmes?,How can I observe like Sherlock Holmes?,1,7090,0.6889151334762573,0
Why is Jake Williams so famous?,"""How/when did Jake Williams get """"famous"""" on Quora?""",1,7108,0.6790217161178589,0
Someone has stolen my jio barcode to purchase jio sim. No one responds at the care.What can I do?,My Reliance Jio barcode in My Jio app says redeemed. But I have not taken the jio sim. What should I do?,1,7143,0.6988294124603271,0
How would an enemy aircraft surrender/defect?,How do aircraft pilots surrender?,1,7146,0.680910587310791,0
Why has the Modi Government banned the 500 and 1000 rupee notes?,Why did Indian government stopped making 1000 rupee note and started making 2000 instead?,1,7251,0.6797093152999878,0
Is RBI governer is relative of Mukesh Ambani?,Is it true RBI governer Urjit Patel is Brother in law of Mukesh Ambani?,1,7263,0.6891323328018188,0
What is the best Ola hack for UNLIMITED Ola Money? I know there is a coupon for that.,Can you give me that coupon code by which I can get unlimited Ola Credits? I know there's a code for that cause 3 of my friends have used it.,1,7321,0.6673698425292969,0
Is Donald Trump a closet Libertarian or Democrat?,Is Donald Trump really a closet liberal?,1,7354,0.6900658011436462,0
What is the best way to avoid questions needing improvement on Quora?,Do Quora questions marked as needing improvement still reach the entire Quora user community?,1,7379,0.627334475517273,0
How can I see who my boyfriend views on instagram?,Can someone see if you have viewed public Instagram?,1,7396,0.6140952706336975,0
What should we do to face campus interviews?,How should one prepare for interviews?,1,7413,0.6326256990432739,0
Which is the best and clever answer you ever read on Quora that make your day?,What's the best answer in Quora?,1,7429,0.6179454326629639,0
Why wasn't Neville Longbottom the Chosen One?,Is Nevile Longbottom the chosen one?,1,7452,0.619351863861084,0
